time_local,mean,p10,p50,p90,forecast,lead_day,pc_baseline,ens_ws_mean,ens_ws_std,n_models
2026-02-02 02:00:00,0.19906693614818713,0.013595743523182734,0.09875828131581946,0.6509259591504944,0.19906693614818713,2,0.3829357867397607,7.273333333333333,5.280003156564713,3
2026-02-02 03:00:00,0.258389913073822,0.03603949970397849,0.12529238908477136,0.7811428273883898,0.258389913073822,2,0.48938848710126126,7.876666666666668,5.320322671918812,3
2026-02-02 04:00:00,0.34576561727154076,0.07356360816253862,0.3167544265206329,0.8269084780649012,0.34576561727154076,2,0.6260953504986462,8.540000000000001,5.221503614860379,3
2026-02-02 05:00:00,0.6315896598235612,0.31426068663961665,0.6408167320404499,0.9294491456811196,0.6315896598235612,2,0.966946139029548,11.303333333333333,0.4110150037812896,3
2026-02-02 06:00:00,0.5788552919720661,0.3542278690664226,0.5766756364582467,0.9520778633689477,0.5788552919720661,2,0.9693459777420783,11.793333333333331,0.4271221527073171,3
2026-02-02 07:00:00,0.5317923245645184,0.25112525368833377,0.4702649050067887,0.9534632395014387,0.5317923245645184,2,0.969775707012058,11.863333333333332,0.814022931699921,3
2026-02-02 08:00:00,0.5992704100336925,0.25404742434125543,0.5445508282309158,0.9578449600840154,0.5992704100336925,2,0.97,12.07,1.1121600604229596,3
2026-02-02 09:00:00,0.6442268910303616,0.31265765460383116,0.6224786576536903,0.9644196915499094,0.6442268910303616,2,0.9693459777420784,11.793333333333335,0.7437965671696353,3
2026-02-02 10:00:00,0.7385401189138319,0.37036039068007487,0.7545248047027497,0.968775089568069,0.7385401189138319,2,0.9684652639733702,11.613333333333335,0.7919806394940048,3
2026-02-02 11:00:00,0.824426548094669,0.4571274348429926,0.9243176745044607,0.9784227345257117,0.824426548094669,2,0.97,12.410000000000002,1.1601293031382323,3
2026-02-02 12:00:00,0.868591024341042,0.5810363429269202,0.9505656798928893,0.9758336905969502,0.868591024341042,2,0.97,12.683333333333332,1.2986659822037898,3
2026-02-02 13:00:00,0.8793982756773681,0.5972766192608948,0.9592916482729597,0.9753365495184664,0.8793982756773681,2,0.97,12.856666666666667,0.8504312631443728,3
2026-02-02 14:00:00,0.9071861317437399,0.606342054310147,0.9724670589130243,0.975490921671858,0.9071861317437399,2,0.97,12.536666666666667,0.6087966272355108,3
2026-02-02 15:00:00,0.8677317995043586,0.5095028341595804,0.9461362656783168,0.9746481752579753,0.8677317995043586,2,0.9685890081564409,11.64,0.1509966887054145,3
2026-02-02 16:00:00,0.6030505273466558,0.20643836857078163,0.6511254626755124,0.9706305314791552,0.6030505273466558,2,0.8541353061725088,9.719999999999999,1.9485635735074183,3
2026-02-02 17:00:00,0.6023952062645489,0.17943942511511746,0.6350502651582098,0.9482319552111097,0.6023952062645489,2,0.8568122248833757,9.74,0.9885342685005916,3
2026-02-02 18:00:00,0.37607735154852434,0.046264213650654355,0.3861080254366137,0.8009087973819781,0.37607735154852434,2,0.5201316620216628,8.033333333333333,0.8857388629462601,3
2026-02-02 19:00:00,0.3334181661145238,0.03537059218474094,0.3346597982848194,0.6592499860685175,0.3334181661145238,2,0.3020211815002513,6.786666666666666,0.7198842499550417,3
2026-02-02 20:00:00,0.2845253830187686,0.028127428246917368,0.20153065498050185,0.5749732361643829,0.2845253830187686,2,0.19518136798300742,5.923333333333333,1.1662046704302524,3
2026-02-02 21:00:00,0.24815509419597,0.017972442480464576,0.15360606390756507,0.5348633815902434,0.24815509419597,2,0.18499771046365165,5.82,1.5462212002168383,3
2026-02-02 22:00:00,0.21785598023436195,0.01117154646723171,0.1219681109797296,0.45420449228431553,0.21785598023436195,2,0.17961815806604758,5.766666666666667,1.812355741385596,3
2026-02-02 23:00:00,0.17583269729767895,0.010326173132423337,0.106149594660586,0.3687645360899945,0.17583269729767895,2,0.09672621568997941,4.8566666666666665,1.2638169698707693,3
